Commit message,Class
ResourceMenu opens at mouse position now* Components correctly sized now* Still a work in progressGmObjectFrame Parent and Mask now use ResourceMenu* Fixed up sizing a little* Still a work in progressListener actionPerformed shortened a little by making stringToRes method* Consider extracting to another class* actionPerformed needs further shorteninggit svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@96 8f422083 7f27 0410 bc82 93e204be8cd2,extract
Coded most of the Popup Menu for ResNode (in Listener)* Extracted some methods for Listener.actionPerformed delegation* Will need revision on Mouse handling and add/insertResource methods* copyResource still needs to be coded.Corrected some credits in READMEAdded Javadocs to ResNode.status and ResNode.kind* I get them confused a lot even though I coined the termsTemporary Tile painting in RoomEditor now uses transparency and Caching* Will need to be replaced with a TileComponent.git svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@172 8f422083 7f27 0410 bc82 93e204be8cd2,extract
Implemented Shift and Lock and cleaned up from last 2 commitsRemoved commented updateInstance code* Refer to r221 or r222 if neededExtracted different mouse parts to methodsRemoved extra repaint() call in mouseEditRemoved WIP text from Object tabDowngraded cursorInstance to InstanceComponent cursorICSwapped ID and Object in RoomFrame Status bar* Opposite of GM but more logical this wayRemoved EDIT_MODE editInstancesObject editInstancesDeleteUnderlying* Too hard to keep up to date just used swing directlyAdded Fixme tag for Object Tab (I ll probably take this up)git svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@223 8f422083 7f27 0410 bc82 93e204be8cd2,extract
Fixed readSettings method length to be within Checkstyle limits* Extracted a readSettingsIncludes methodgit svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm/LateralGM/branches/versioning@411 8f422083 7f27 0410 bc82 93e204be8cd2,extract
Extracted file handling methods from Listener to new FileChooser class. Modularized readers. Added support for plugging in FileView modules. Next revision will modularize the writers so translators might wish to wait until then to update strings.git svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm/LateralGM/trunk@525 8f422083 7f27 0410 bc82 93e204be8cd2,extract
extracted jump method useful to force jump on PlatformerEntity (forexample as response on collision with enemy),extract
Extract the writeObject method from writeExtras,extract
fixed 87 support for truststore with multi pems.Extracted a method to read certificates bag use it inDirectoryTrustAnchorStore.,extract
Extract adding the move function to a private method,extract
extract static assertXyz methods for null safe and unknown type safe checks,extract
Removed duplicate code by extracting a method for the parsing of the event line ( E ... ).,extract
Refactoring to extract method so that it is easier to subclass theTopLevelTransaction and disable the persistence of data.,extract
Refactor: Extracted parts from generateRoleSlotMethodsMultStar() to allow subclasses of code generator to wrap the multiple generated methods without replicating most of the code in the original code generator super class method. Also generate any interfaces declared in the dml files to the base classes.,extract
[bplustree] Extracted InnerNode s constructors to init methods* This allows the constructor s code to be reused in subclasses* Also extracted LastKey representation to its toString(),extract
Extract Kahn s algorithm from compute method,extract
extracted some internal methods in TimelineValue class with some tests,extract
Extract the ConnectionListener creation in a separate method in Pool,extract
Fixed A87 Reduced the resulting index size based on not storing the filename and dfilename (for displaying only).Now we just index the lowercase variant and store the original one. That has been done for filename and for path as well. Removed the dpath and the dfilename fields. Did some little refactoring (extracting some methods) toget an better overview and less long methods.git svn id: http://svn.serverix/supose/trunk@421 2a5690f4 4b40 0410 ba62 85a317ce182b,extract
1012 extract common builder for the StreamMappingMethods and IterableMappingMethod,extract
Polish after PR merge* Extract common TypeMirror extraction into a separate method* Remove not needed code from tests,extract
Extracted two methods from handleState() to reduce the method size.,extract
Extract the readBinding method so that it can be publicly reusedFixes 152,extract
Clean up code extract method.,extract
Extract method: waitForExit()git svn id: https://scm.ops4j.org/repos/ops4j/projects/pax/runner@14226 9b982a3c 3ae5 0310 a4bc d9a3335569bd,extract
extracted methods.,extract
Extract OIDC UserInfo and Token request construction into extensible methods,extract
refactor TestIndirectBasicAuthClientThere were several tests that had very similar structure and code.Extract helper methods to make the intent of the code more clear andavoid repetition.,extract
extracted method per pull request comment,extract
CAS 173: Port changes from CAS 157 to the PAC4J project SAML2ClientConfiguration has been made non final to allow forsub classes. A new init() method has been introduced. It does nothing inSAML2ClientConfiguration but can be overridden in sub classes.SAML2Client now calls the new init() method on its configuration.A piece of code in Clients has been extracted into a separate method. Itallows for reuse in sub classes of Clients.,extract
Support for European e identification (merging with master) ( 1128)* Only bootstrapping signature signing configuration if none defined* Support for configuring ProviderName and AuthnRequest extensions* guarding against null pointer exception when AuthContext is defined but AuthnContextClassRef is not (it is not mandatory)* Adding support for setting a SAML attribute as the principal Id* extracting code block to reduce internalInit() method size,extract
[NGRINDER 567] Simplify the impl (delete unncessary code and extractmethods),extract
Extract methods,extract
Extract helper methods to separate classes.Refactored towards Composed Method.,extract
Extract common g gap assertion code into something more readable for processor.with methods,extract
Extract if clauses into methods and add Javadoc commentsThe extracted methods more clearly describe why we useEquinox ExtendedLogService it provide named Loggerswhich log messages with class based granularity(instead of bundle based like with standard OSGI LogService)Additionally the ExtendedLogService is included and used by defaultin Eclipse since 3.7 version:https://bugs.eclipse.org/bugs/show_bug.cgi?id 292135,extract
Advance method extracted from run method,extract
BalajiN | 158 | Refactoring TreatmentCardService. Extracting out methods,extract
extracted method,extract
extracted method to find next downstream traffic light,extract
extracted a method to parse the comment contents,extract
Extract some methods from AbstractPipe path.Needed this to override getPathToHere in Pacer plus it cleans up the method a bit I think.,extract
Extracted method that determines the metrics value.,extract
Extract some logic to methods in DefaultComparator to improve readability,extract
Slightly untested extraction of method to compute effective tweet lengths,extract
Refactored to extract writePotToFile and writePoToFile methods,extract
Extracted interpolation method,extract
Extract method,extract
Extract abstract method JavacSingularizer.generateClearStatements,extract
Extract method finishAndInjectMethod,extract
Rearranged some file related methods* Extracted little endian methods from GmStreamEncoder to StreamEncoder* I chose not to do this for GSDecoder due to the obfuscation table* Maybe once we add more GM7 support we ll revise this model* GSE now extends SE and holds some Resource specific methods* Moved some lower level methods from GmFileWriter to GSE* Likewise for GmFileReader and GSDecoder* Improved read4 and readD to use byte arrays rather than individual reads.git svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@358 8f422083 7f27 0410 bc82 93e204be8cd2,extract
[HER 741] Make extractors interrogate for charset* ReplayCharSequence GenericReplayCharSequenceuse Charset instance rather than String name* Recorderuse Charset instance ratehr than String name(getContentReplayCharSequence) avoid reusing cached ReplayCharSequence when encoding in use has changed since it was created(getContentReplayPrefixString) allow requested specific charset interpretation* ExtractorHTML ExtractorXMLwork with Charset instancesdouble check that in content declarations are self consistent before usingrecycle matcher instanceschange minor charset problems/decisions to a crawl.log annotation,extract
[HER 741] Make extractors interrogate for charset* FetchHTTPuse Charset instances rather than String names,extract
* ExtractorMultipleRegex.javarefactor for readability,extract
* ExtractorJS.javarefactor so considerStrings() is not static allowing it to be overridden in subclasses* ExtractorHTML.java ExtractorJS.javaadd @Autowired parameter extractorJS used to process inline javascript instead of call to static ExtractorJS.considerStrings(),extract
only extract urls that look like youtube watch pages,extract
implement itagPriority and extractLimit parameters,extract
extract settings object,extract
extract class,extract
and more code extracts,extract
extract base class + move test classes,extract
JNI libs are now extracted to the .wsn device drivers folder in the user home.  4,extract
Extract HTTPServletRequest usage to createURLData to reduce the scope ofmutability and to allow future cache of URLDatas,extract
autocomletion started. + start to extract new class GlobalEnvironment,extract
extracted all wsdl/soap functionality into an external library(generic soap client). Needs it now for compilation.,extract
Simplified MOH731 builder code by using EmrReportingUtils.addRow to add columns based on dimensions and also extracted PwP indicators into PwpIndicatorLibrary,extract
Begun working on extracting JsonPath,extract
It s now possible to map to java objects when extracting from a list in JsonPath,extract
[refactor]: extract authorization service interace,extract
HV 1166 Handling value unwrapping via ValueExtractor;* Replacing value handlers for JavaFX and Optional with ValueExtractor implementations* Not supporting implicit unwrapping for the time being,extract
HV 1339 Add support for non parameterized type in value extraction,extract
HV 1356 Enable CDI for value extractors added via the ServiceLoader,extract
HV 1381 Fix value extraction resolution logic for forced and implicitunwrapping,extract
Extracted StatusUpdateService from TimelineService,extract
Mongo mapReduce: handle collection name extraction from the getCollection function,extract
Coded MDI functionality and lots of other GUI code.GMLTextArea* Leading spaces are converted to tabs* Tab width is set on initialisation* Added getTextCompat() to convert newlines and tabs back for resave* See Prefs.tabWidth* See Util.convertIndents(String)GmMenu* Extracted from GmMenuBar to allow subclassingGmMenuBar* Added Window menuGmTreeGraphics* Background nodes are now shown correctly in the treeMDIManager* Implemented resizeDesktop()MDIMenu* The Window menu it updates when frames are added and removed and offers some common commands* Subclasses GmMenuMDIPane* Modified to call resizeDesktop() in certain cases* Added functions to close all etc.VTextIcon* Fixed a generics warningLGM* mdi is now an instance of MDIPane* Modified createTree to add a JToggleButton for the EventFrame* Reordered some GUI initialisation code to work with the extra toolbar button* Overloaded makeButton for other kinds of AbstractButtonResource* Modified the arguments to copy there are now two versions* Modified subclasses to use the new arguments.ResourceFrame* Added javadoc comments to some fields to clarify their purpose* Modified resourceChanged in all subclasses to compare against resOriginalScriptFrame* Modified to use GMLTextArea.getTextCompat()EventFrame* Added support for the toggle buttoncheckstyle.xml* TODO comments are now ignored Eclipse already has better functionality for thatAbstractBitmap* Removed a FIXME commentgit svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@113 8f422083 7f27 0410 bc82 93e204be8cd2,extract
Coded MDI functionality and lots of other GUI code.GMLTextArea* Leading spaces are converted to tabs* Tab width is set on initialisation* Added getTextCompat() to convert newlines and tabs back for resave* See Prefs.tabWidth* See Util.convertIndents(String)GmMenu* Extracted from GmMenuBar to allow subclassingGmMenuBar* Added Window menuGmTreeGraphics* Background nodes are now shown correctly in the treeMDIManager* Implemented resizeDesktop()MDIMenu* The Window menu it updates when frames are added and removed and offers some common commands* Subclasses GmMenuMDIPane* Modified to call resizeDesktop() in certain cases* Added functions to close all etc.VTextIcon* Fixed a generics warningLGM* mdi is now an instance of MDIPane* Modified createTree to add a JToggleButton for the EventFrame* Reordered some GUI initialisation code to work with the extra toolbar button* Overloaded makeButton for other kinds of AbstractButtonResource* Modified the arguments to copy there are now two versions* Modified subclasses to use the new arguments.ResourceFrame* Added javadoc comments to some fields to clarify their purpose* Modified resourceChanged in all subclasses to compare against resOriginalScriptFrame* Modified to use GMLTextArea.getTextCompat()EventFrame* Added support for the toggle buttoncheckstyle.xml* TODO comments are now ignored Eclipse already has better functionality for thatAbstractBitmap* Removed a FIXME commentgit svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@113 8f422083 7f27 0410 bc82 93e204be8cd2,extract
Coded MDI functionality and lots of other GUI code.GMLTextArea* Leading spaces are converted to tabs* Tab width is set on initialisation* Added getTextCompat() to convert newlines and tabs back for resave* See Prefs.tabWidth* See Util.convertIndents(String)GmMenu* Extracted from GmMenuBar to allow subclassingGmMenuBar* Added Window menuGmTreeGraphics* Background nodes are now shown correctly in the treeMDIManager* Implemented resizeDesktop()MDIMenu* The Window menu it updates when frames are added and removed and offers some common commands* Subclasses GmMenuMDIPane* Modified to call resizeDesktop() in certain cases* Added functions to close all etc.VTextIcon* Fixed a generics warningLGM* mdi is now an instance of MDIPane* Modified createTree to add a JToggleButton for the EventFrame* Reordered some GUI initialisation code to work with the extra toolbar button* Overloaded makeButton for other kinds of AbstractButtonResource* Modified the arguments to copy there are now two versions* Modified subclasses to use the new arguments.ResourceFrame* Added javadoc comments to some fields to clarify their purpose* Modified resourceChanged in all subclasses to compare against resOriginalScriptFrame* Modified to use GMLTextArea.getTextCompat()EventFrame* Added support for the toggle buttoncheckstyle.xml* TODO comments are now ignored Eclipse already has better functionality for thatAbstractBitmap* Removed a FIXME commentgit svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@113 8f422083 7f27 0410 bc82 93e204be8cd2,extract
Coded MDI functionality and lots of other GUI code.GMLTextArea* Leading spaces are converted to tabs* Tab width is set on initialisation* Added getTextCompat() to convert newlines and tabs back for resave* See Prefs.tabWidth* See Util.convertIndents(String)GmMenu* Extracted from GmMenuBar to allow subclassingGmMenuBar* Added Window menuGmTreeGraphics* Background nodes are now shown correctly in the treeMDIManager* Implemented resizeDesktop()MDIMenu* The Window menu it updates when frames are added and removed and offers some common commands* Subclasses GmMenuMDIPane* Modified to call resizeDesktop() in certain cases* Added functions to close all etc.VTextIcon* Fixed a generics warningLGM* mdi is now an instance of MDIPane* Modified createTree to add a JToggleButton for the EventFrame* Reordered some GUI initialisation code to work with the extra toolbar button* Overloaded makeButton for other kinds of AbstractButtonResource* Modified the arguments to copy there are now two versions* Modified subclasses to use the new arguments.ResourceFrame* Added javadoc comments to some fields to clarify their purpose* Modified resourceChanged in all subclasses to compare against resOriginalScriptFrame* Modified to use GMLTextArea.getTextCompat()EventFrame* Added support for the toggle buttoncheckstyle.xml* TODO comments are now ignored Eclipse already has better functionality for thatAbstractBitmap* Removed a FIXME commentgit svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@113 8f422083 7f27 0410 bc82 93e204be8cd2,extract
Coded MDI functionality and lots of other GUI code.GMLTextArea* Leading spaces are converted to tabs* Tab width is set on initialisation* Added getTextCompat() to convert newlines and tabs back for resave* See Prefs.tabWidth* See Util.convertIndents(String)GmMenu* Extracted from GmMenuBar to allow subclassingGmMenuBar* Added Window menuGmTreeGraphics* Background nodes are now shown correctly in the treeMDIManager* Implemented resizeDesktop()MDIMenu* The Window menu it updates when frames are added and removed and offers some common commands* Subclasses GmMenuMDIPane* Modified to call resizeDesktop() in certain cases* Added functions to close all etc.VTextIcon* Fixed a generics warningLGM* mdi is now an instance of MDIPane* Modified createTree to add a JToggleButton for the EventFrame* Reordered some GUI initialisation code to work with the extra toolbar button* Overloaded makeButton for other kinds of AbstractButtonResource* Modified the arguments to copy there are now two versions* Modified subclasses to use the new arguments.ResourceFrame* Added javadoc comments to some fields to clarify their purpose* Modified resourceChanged in all subclasses to compare against resOriginalScriptFrame* Modified to use GMLTextArea.getTextCompat()EventFrame* Added support for the toggle buttoncheckstyle.xml* TODO comments are now ignored Eclipse already has better functionality for thatAbstractBitmap* Removed a FIXME commentgit svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@113 8f422083 7f27 0410 bc82 93e204be8cd2,extract
Fixed layout in `GmObjectFrame` and `TimelineFrame` using `GroupLayout` manager and extracted ActionList and related code to separate classes (see also r229 and r230).git svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@231 8f422083 7f27 0410 bc82 93e204be8cd2,extract
Fixed layout in `GmObjectFrame` and `TimelineFrame` using `GroupLayout` manager and extracted ActionList and related code to separate classes (see also r229 and r230).git svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@231 8f422083 7f27 0410 bc82 93e204be8cd2,extract
small refactoring (extracting scope handling),extract
many refactorings* always use dyn:getProp for scope resolution* extracted hasOwnProperty helper* removing all the dynjs:scope proprietary calls,extract
many refactorings* always use dyn:getProp for scope resolution* extracted hasOwnProperty helper* removing all the dynjs:scope proprietary calls,extract
extracting class naming generator,extract
extracting GetValue,extract
Extracted fileChecker,extract
